pr_sum,Unnamed: 0,duration
2.0,780.0,780.0
0.375,420.0,420.0
22.75,2220.0,2220.0
2.0,540.0,540.0
13.8125,1740.0,1740.0
12.875,1320.0,1320.0
1.125,960.0,960.0
30.8125,720.0,720.0
1.3125,480.0,480.0
0.125,360.0,360.0
19.875,900.0,900.0
9.25,720.0,720.0
0.25,420.0,420.0
9.625,960.0,960.0
7.8125,480.0,480.0
1.3125,780.0,780.0
2.1875,540.0,540.0
15.5,840.0,840.0
10.5625,900.0,900.0
46.1875,1200.0,1200.0
9.5625,420.0,420.0
1.375,780.0,780.0
25.125,660.0,660.0
0.25,420.0,420.0
0.6875,420.0,420.0
1.9375,480.0,480.0
1.3125,420.0,420.0
0.125,360.0,360.0
2.25,600.0,600.0
10.3125,480.0,480.0
0.6875,480.0,480.0
19.0,1320.0,1320.0
0.5,420.0,420.0
0.3125,420.0,420.0
0.875,480.0,480.0
0.25,420.0,420.0
32.75,840.0,840.0
0.5625,420.0,420.0
1.125,480.0,480.0
4.625,1800.0,1800.0
29.625,420.0,420.0
0.125,360.0,360.0
0.9375,480.0,480.0
0.125,360.0,360.0
0.125,360.0,360.0
24.0,960.0,960.0
2.875,480.0,480.0
17.8125,480.0,480.0
9.125,1140.0,1140.0
2.8125,1260.0,1260.0
0.25,480.0,480.0
0.375,720.0,720.0
1.5625,540.0,540.0
4.25,540.0,540.0
0.5625,420.0,420.0
12.25,960.0,960.0
0.1875,360.0,360.0
16.1875,420.0,420.0
0.125,360.0,360.0
38.5625,720.0,720.0
0.125,360.0,360.0
0.125,360.0,360.0
0.875,420.0,420.0
0.1875,360.0,360.0
0.8125,360.0,360.0
1.8125,480.0,480.0
74.5625,1740.0,1740.0
0.875,540.0,540.0
31.25,2220.0,2220.0
0.3125,420.0,420.0
3.0,360.0,360.0
0.5,360.0,360.0
2.5625,780.0,780.0
15.375,1740.0,1740.0
0.6875,420.0,420.0
0.125,360.0,360.0
77.0,3060.0,3060.0
0.125,360.0,360.0
47.9375,1500.0,1500.0
0.25,420.0,420.0
26.875,900.0,900.0
0.375,480.0,480.0
37.5625,2700.0,2700.0
1.75,480.0,480.0
26.8125,900.0,900.0
8.5,720.0,720.0
41.1875,2280.0,2280.0
39.4375,3000.0,3000.0
1.5,1200.0,1200.0
0.8125,420.0,420.0
0.25,420.0,420.0
0.125,360.0,360.0
2.0,360.0,360.0
24.25,1620.0,1620.0
22.25,1260.0,1260.0
17.4375,900.0,900.0
28.375,1740.0,1740.0
16.625,1500.0,1500.0
0.1875,360.0,360.0
25.9375,1920.0,1920.0
24.5,1680.0,1680.0
0.125,360.0,360.0
2.125,780.0,780.0
0.1875,360.0,360.0
0.125,360.0,360.0
0.6875,900.0,900.0
0.125,360.0,360.0
0.5,660.0,660.0
0.6875,600.0,600.0
6.875,1320.0,1320.0
2.375,780.0,780.0
10.0,1740.0,1740.0
9.5,840.0,840.0
9.75,1080.0,1080.0
4.5625,960.0,960.0
14.3125,1200.0,1200.0
52.75,2760.0,2760.0
0.625,660.0,660.0
56.3125,2760.0,2760.0
5.0625,1500.0,1500.0
12.8125,1440.0,1440.0
13.6875,1080.0,1080.0
1.875,780.0,780.0
17.0,1020.0,1020.0
0.125,360.0,360.0
0.125,360.0,360.0
3.6875,600.0,600.0
0.75,540.0,540.0
10.375,1140.0,1140.0
1.3125,360.0,360.0
18.4375,600.0,600.0
5.125,420.0,420.0
18.6875,2280.0,2280.0
2.1875,420.0,420.0
1.4375,480.0,480.0
0.4375,420.0,420.0
8.625,540.0,540.0
