pr_sum,duration
29.5,1140.0
0.125,360.0
12.3125,1620.0
0.6875,420.0
17.3125,1140.0
1.75,660.0
16.1875,1260.0
1.0,420.0
19.6875,900.0
0.125,360.0
0.25,420.0
0.25,420.0
0.25,420.0
0.6875,540.0
21.8125,1860.0
7.625,600.0
0.125,360.0
0.125,360.0
4.5625,900.0
2.875,840.0
2.4375,780.0
4.3125,660.0
8.5,540.0
23.6875,1200.0
2.5,780.0
0.8125,720.0
9.5625,1500.0
0.5,480.0
5.1875,840.0
2.1875,480.0
0.125,360.0
0.5,360.0
0.125,360.0
0.375,420.0
28.9375,540.0
0.125,360.0
4.5625,600.0
6.5,720.0
2.1875,480.0
14.75,1140.0
3.1875,540.0
0.875,600.0
0.25,600.0
0.4375,600.0
28.625,1140.0
0.375,420.0
4.875,900.0
3.0625,1560.0
0.875,480.0
6.4375,660.0
0.125,360.0
13.0625,1320.0
9.5,780.0
11.0,420.0
4.6875,420.0
0.3125,360.0
11.625,1020.0
7.6875,1320.0
7.0,720.0
43.3125,1380.0
1.1875,360.0
10.3125,420.0
11.0,420.0
0.625,360.0
3.5,780.0
11.0,1260.0
49.4375,1140.0
5.5625,780.0
0.1875,360.0
5.0,540.0
3.375,720.0
1.5625,480.0
1.375,720.0
22.8125,840.0
8.0,600.0
0.125,360.0
1.6875,480.0
22.625,660.0
3.0,720.0
0.125,360.0
0.5625,420.0
17.6875,540.0
4.3125,600.0
2.625,540.0
0.1875,360.0
1.4375,780.0
0.375,480.0
0.125,360.0
0.125,360.0
0.3125,360.0
28.5625,1200.0
0.1875,360.0
21.6875,1860.0
63.5625,2940.0
0.8125,420.0
4.0625,660.0
0.1875,360.0
10.625,420.0
0.1875,360.0
24.9375,720.0
13.3125,1500.0
19.8125,1320.0
9.375,480.0
0.5,600.0
1.25,1380.0
0.125,360.0
5.3125,600.0
0.25,420.0
0.5625,600.0
15.875,1920.0
12.5625,600.0
1.375,360.0
24.8125,1860.0
0.125,360.0
0.25,420.0
0.25,420.0
1.3125,480.0
48.8125,2880.0
5.6875,960.0
0.625,480.0
0.75,420.0
1.9375,600.0
2.25,1560.0
0.3125,480.0
12.75,1500.0
29.3125,2280.0
0.375,600.0
0.1875,360.0
0.25,420.0
22.5,2640.0
3.6875,1140.0
2.4375,660.0
26.5625,1320.0
0.125,360.0
0.3125,360.0
0.625,420.0
7.3125,720.0
14.625,780.0
0.125,360.0
4.3125,720.0
2.125,600.0
17.25,900.0
9.1875,840.0
1.75,600.0
17.8125,2220.0
6.125,840.0
15.5625,1500.0
0.1875,360.0
1.375,1020.0
0.25,420.0
2.25,960.0
13.9375,1320.0
0.625,420.0
13.3125,960.0
11.9375,1140.0
1.0,420.0
5.375,480.0
6.9375,780.0
0.8125,480.0
20.8125,780.0
0.125,360.0
0.125,360.0
0.75,720.0
1.4375,540.0
3.5625,660.0
30.625,900.0
0.125,360.0
34.5,1320.0
10.9375,1200.0
2.9375,840.0
11.4375,540.0
2.3125,600.0
23.1875,1620.0
20.8125,1200.0
0.125,360.0
0.1875,360.0
3.75,480.0
0.3125,420.0
0.5625,420.0
0.125,360.0
6.0625,600.0
25.1875,420.0
6.0,360.0
4.5625,1140.0
0.125,360.0
1.125,840.0
1.875,420.0
8.875,420.0
0.3125,360.0
1.125,420.0
17.625,420.0
8.5625,840.0
117.6875,2280.0
2.5625,1140.0
47.0,900.0
14.4375,960.0
0.625,480.0
4.375,480.0
0.5,360.0
15.1875,480.0
7.5625,1080.0
19.875,1020.0
0.125,360.0
0.875,360.0
0.8125,720.0
0.125,360.0
1.5,480.0
5.0625,420.0
22.375,720.0
5.0625,480.0
3.5625,900.0
1.0,360.0
1.375,900.0
0.125,360.0
66.25,1020.0
2.0,660.0
7.25,1080.0
0.1875,360.0
1.0,360.0
1.6875,360.0
3.0,840.0
0.1875,360.0
6.375,480.0
0.3125,420.0
10.8125,600.0
18.5,1080.0
7.875,1680.0
1.625,360.0
24.125,1260.0
0.625,360.0
0.5,420.0
0.375,360.0
5.875,420.0
0.625,480.0
22.0,1440.0
0.25,420.0
0.125,360.0
2.0625,660.0
46.5625,1920.0
37.8125,1260.0
36.4375,900.0
5.25,600.0
0.625,660.0
0.125,360.0
0.9375,600.0
0.625,900.0
26.9375,1620.0
10.625,1080.0
21.8125,780.0
31.3125,2160.0
36.5625,1200.0
3.625,840.0
1.3125,480.0
0.375,480.0
3.3125,1200.0
0.875,900.0
0.75,540.0
20.125,1680.0
9.8125,2040.0
0.6875,360.0
7.8125,840.0
31.125,2400.0
1.375,480.0
16.9375,1980.0
23.25,1560.0
0.125,360.0
34.6875,1860.0
5.4375,1080.0
1.75,540.0
0.125,360.0
1.75,960.0
0.375,480.0
0.3125,360.0
15.5,840.0
25.0625,1440.0
4.0625,420.0
5.1875,900.0
10.125,960.0
30.4375,2400.0
9.5,900.0
25.4375,1020.0
0.125,360.0
31.5625,840.0
0.9375,660.0
5.8125,2760.0
27.5625,1620.0
4.0,660.0
34.0,840.0
6.125,1260.0
2.875,840.0
87.4375,2400.0
16.75,1020.0
0.9375,720.0
0.25,420.0
70.875,2280.0
13.625,1140.0
1.0,840.0
54.125,1140.0
0.1875,360.0
3.5,420.0
19.25,840.0
1.1875,360.0
1.875,1440.0
1.125,360.0
5.5,720.0
2.5625,540.0
0.8125,420.0
1.375,360.0
0.125,360.0
5.3125,480.0
1.125,480.0
5.5625,1260.0
1.1875,480.0
7.625,1020.0
0.3125,360.0
5.0,360.0
2.125,660.0
20.125,540.0
24.3125,600.0
7.4375,660.0
6.25,540.0
19.875,1680.0
0.125,360.0
1.8125,780.0
10.125,480.0
12.6875,900.0
27.9375,780.0
2.5,1080.0
0.125,360.0
2.5,360.0
0.3125,360.0
1.1875,480.0
15.6875,780.0
8.625,840.0
6.8125,600.0
1.5,360.0
2.3125,660.0
3.125,1320.0
2.9375,480.0
37.5625,1200.0
3.8125,1260.0
9.3125,1080.0
0.3125,420.0
0.8125,420.0
0.125,360.0
0.125,360.0
0.125,360.0
53.25,1260.0
2.5,360.0
16.875,840.0
0.5625,600.0
41.0625,4800.0
0.4375,480.0
0.6875,600.0
0.25,420.0
1.125,480.0
0.25,420.0
29.0,960.0
0.25,540.0
0.5,600.0
0.25,480.0
24.6875,1560.0
1.3125,420.0
0.25,600.0
31.5625,660.0
27.5625,2160.0
10.3125,1500.0
2.0,600.0
38.0625,1140.0
20.625,840.0
2.5625,780.0
7.875,1320.0
0.125,360.0
0.1875,360.0
36.625,1200.0
1.3125,780.0
22.375,840.0
0.25,420.0
0.25,420.0
2.4375,660.0
30.8125,1260.0
2.3125,720.0
0.875,540.0
16.5,1020.0
6.625,900.0
7.625,1020.0
0.3125,420.0
0.125,360.0
4.25,540.0
10.375,1020.0
3.5625,780.0
0.5625,420.0
6.5,780.0
0.1875,360.0
51.5,1140.0
0.125,360.0
7.75,600.0
1.8125,420.0
32.3125,1380.0
0.5,540.0
23.3125,960.0
1.125,420.0
20.5,1680.0
0.5,540.0
1.75,600.0
6.9375,1080.0
56.6875,1500.0
0.3125,420.0
2.375,720.0
36.875,1860.0
64.0,2820.0
104.0,2340.0
4.25,420.0
0.6875,420.0
0.125,360.0
0.125,360.0
4.625,840.0
23.8125,720.0
3.1875,600.0
0.1875,360.0
6.8125,1080.0
4.0,540.0
16.1875,1560.0
0.25,540.0
0.125,360.0
1.375,540.0
12.0625,900.0
13.8125,840.0
2.8125,600.0
4.0,540.0
0.25,420.0
5.4375,660.0
1.8125,900.0
30.75,1560.0
0.1875,360.0
0.125,360.0
7.6875,360.0
0.3125,360.0
0.125,360.0
0.125,360.0
14.625,720.0
0.375,360.0
35.0625,600.0
5.3125,600.0
0.125,360.0
2.0,720.0
2.625,360.0
74.75,2940.0
0.125,360.0
1.6875,360.0
1.125,420.0
4.875,420.0
3.9375,660.0
2.375,480.0
27.0,840.0
0.6875,660.0
2.9375,1020.0
0.3125,480.0
6.375,360.0
0.25,420.0
20.5,1080.0
0.625,360.0
2.3125,420.0
8.4375,540.0
4.8125,360.0
0.25,420.0
3.8125,420.0
0.125,360.0
0.375,360.0
43.4375,1140.0
3.1875,720.0
14.1875,960.0
0.8125,480.0
0.125,360.0
0.1875,360.0
35.6875,960.0
0.1875,360.0
0.25,420.0
0.3125,540.0
0.625,600.0
7.4375,420.0
0.125,360.0
1.75,420.0
0.125,360.0
16.1875,2400.0
37.3125,1980.0
0.5,540.0
15.375,1020.0
1.5,780.0
0.3125,420.0
0.3125,360.0
0.125,360.0
0.375,360.0
0.1875,360.0
13.375,600.0
1.875,1680.0
2.8125,420.0
21.5625,1620.0
0.125,360.0
25.4375,600.0
8.6875,1080.0
14.9375,1080.0
0.9375,480.0
1.6875,780.0
0.25,660.0
15.9375,1800.0
3.9375,840.0
1.4375,1020.0
0.125,360.0
0.125,360.0
19.4375,2520.0
18.6875,1260.0
0.75,540.0
1.0625,840.0
0.125,360.0
10.375,900.0
2.875,720.0
3.8125,780.0
27.75,3480.0
0.5,540.0
10.0625,1260.0
26.0,900.0
0.3125,420.0
0.8125,480.0
10.25,1380.0
0.375,360.0
0.125,360.0
5.8125,600.0
2.3125,600.0
24.0,1260.0
0.4375,420.0
24.375,1380.0
11.0625,2520.0
4.5625,840.0
2.0625,480.0
14.6875,1200.0
1.4375,540.0
1.125,540.0
3.6875,600.0
2.875,1020.0
6.875,660.0
1.1875,360.0
3.75,1140.0
3.25,540.0
5.625,1320.0
1.3125,420.0
44.625,1560.0
0.125,360.0
0.25,420.0
11.3125,660.0
6.9375,660.0
1.0,360.0
2.375,420.0
16.3125,1500.0
6.125,1020.0
23.125,660.0
7.25,660.0
2.4375,1020.0
1.875,480.0
17.375,780.0
0.125,360.0
0.25,420.0
2.375,720.0
1.125,540.0
0.125,360.0
0.125,360.0
1.125,360.0
9.875,540.0
2.4375,540.0
0.125,360.0
2.25,600.0
0.125,360.0
25.6875,660.0
1.25,420.0
24.375,600.0
25.1875,420.0
23.5625,420.0
0.875,540.0
19.0,1320.0
0.375,360.0
0.5,480.0
0.125,360.0
0.375,480.0
44.3125,1260.0
4.0,480.0
14.5,1080.0
0.25,420.0
3.5625,420.0
0.1875,360.0
21.75,540.0
0.25,420.0
19.125,420.0
19.8125,540.0
9.6875,720.0
0.25,420.0
0.8125,420.0
64.875,1920.0
25.25,660.0
29.125,1140.0
1.25,420.0
0.125,360.0
2.1875,360.0
0.5,720.0
2.6875,660.0
5.3125,720.0
6.9375,1320.0
4.25,1620.0
0.3125,420.0
0.375,480.0
0.125,360.0
0.4375,480.0
39.9375,1500.0
0.4375,600.0
1.6875,960.0
0.125,360.0
1.375,360.0
24.375,1560.0
5.1875,1080.0
35.0625,1680.0
3.5,960.0
2.5625,780.0
30.3125,2580.0
11.6875,2160.0
0.375,480.0
5.8125,720.0
0.125,360.0
12.375,1320.0
0.25,420.0
5.8125,780.0
6.375,660.0
7.8125,660.0
0.375,540.0
0.5,420.0
1.8125,420.0
2.4375,600.0
0.4375,420.0
44.0625,2580.0
3.6875,840.0
5.1875,900.0
1.375,480.0
19.25,1500.0
2.8125,1080.0
12.1875,1560.0
19.1875,1980.0
4.8125,1260.0
2.5625,660.0
0.125,360.0
0.75,480.0
2.1875,720.0
0.5,660.0
2.375,480.0
8.3125,1140.0
4.375,900.0
8.5,1440.0
0.5,660.0
1.0625,660.0
0.5,360.0
0.375,360.0
6.5,2040.0
18.3125,960.0
12.75,660.0
0.8125,420.0
0.25,480.0
1.0625,480.0
1.5,480.0
3.5,660.0
14.0625,840.0
18.375,660.0
0.75,420.0
0.125,360.0
0.8125,420.0
42.75,2280.0
3.875,1500.0
12.75,1140.0
12.0625,1320.0
1.875,720.0
4.375,540.0
2.875,480.0
0.625,660.0
0.125,360.0
0.125,360.0
0.375,480.0
22.5,2640.0
0.125,360.0
0.3125,360.0
2.9375,420.0
6.0625,660.0
1.625,480.0
8.0625,780.0
0.125,360.0
0.3125,420.0
15.625,720.0
29.5625,720.0
1.5,660.0
13.625,420.0
8.8125,480.0
12.5625,540.0
25.75,960.0
0.5,420.0
7.5625,840.0
0.1875,360.0
7.3125,1020.0
0.25,660.0
22.9375,960.0
0.6875,420.0
3.1875,840.0
0.3125,420.0
4.0625,420.0
36.875,720.0
12.8125,900.0
0.125,360.0
11.375,600.0
25.9375,840.0
0.25,480.0
1.125,360.0
0.25,480.0
16.3125,420.0
0.125,360.0
10.625,600.0
6.375,840.0
0.125,360.0
0.25,420.0
0.125,360.0
0.125,360.0
0.125,360.0
34.8125,1260.0
0.75,840.0
54.625,2700.0
5.9375,480.0
15.8125,480.0
11.3125,1020.0
0.625,960.0
2.25,1080.0
0.3125,420.0
5.3125,660.0
17.9375,960.0
2.125,360.0
2.75,780.0
0.8125,360.0
2.6875,540.0
16.9375,540.0
2.8125,480.0
0.625,360.0
0.125,360.0
19.1875,660.0
0.125,360.0
3.625,1620.0
40.25,1980.0
1.8125,360.0
4.0,660.0
0.5,420.0
24.25,2100.0
0.125,360.0
13.9375,600.0
5.125,840.0
8.8125,1200.0
1.125,780.0
8.4375,780.0
8.625,660.0
17.625,960.0
2.9375,1260.0
16.25,1500.0
33.75,1620.0
0.25,420.0
27.25,2520.0
15.9375,1200.0
14.6875,1020.0
52.6875,1560.0
0.125,360.0
37.6875,1680.0
21.3125,780.0
0.25,480.0
0.125,360.0
19.875,960.0
25.25,1320.0
34.0625,1380.0
29.9375,1680.0
2.4375,480.0
1.625,420.0
9.0,900.0
4.6875,720.0
39.125,1080.0
50.625,1440.0
15.6875,1860.0
0.375,480.0
2.125,780.0
0.4375,480.0
0.75,600.0
5.375,660.0
9.0625,1200.0
37.75,2040.0
43.5,1980.0
2.625,900.0
4.8125,900.0
0.125,360.0
16.0,600.0
8.5625,780.0
0.125,360.0
28.875,1320.0
0.125,360.0
0.25,420.0
1.3125,480.0
0.625,600.0
2.9375,540.0
13.0,660.0
3.625,600.0
0.75,420.0
0.6875,360.0
0.125,360.0
24.9375,1920.0
0.125,360.0
1.125,600.0
0.4375,420.0
6.3125,540.0
0.8125,480.0
21.75,1560.0
0.6875,600.0
10.3125,360.0
4.375,660.0
0.75,720.0
0.25,420.0
2.5,360.0
9.75,780.0
0.25,480.0
2.375,480.0
0.3125,420.0
0.5625,540.0
2.1875,480.0
2.1875,420.0
1.5,420.0
3.3125,360.0
73.4375,600.0
0.25,420.0
13.625,720.0
0.125,360.0
0.625,360.0
18.0625,1080.0
3.875,360.0
2.5,480.0
55.4375,600.0
35.8125,660.0
0.625,360.0
17.1875,360.0
0.125,360.0
6.25,600.0
0.125,360.0
26.6875,600.0
0.125,360.0
1.8125,420.0
5.9375,540.0
0.125,360.0
5.0,360.0
59.625,840.0
9.0,600.0
16.3125,660.0
0.6875,360.0
4.6875,420.0
33.5,660.0
3.25,840.0
0.8125,420.0
2.125,480.0
8.4375,1080.0
3.25,540.0
2.5,1080.0
17.3125,780.0
0.125,360.0
1.5,480.0
0.125,360.0
2.3125,360.0
0.125,360.0
0.125,360.0
2.75,420.0
0.5,540.0
11.125,660.0
2.8125,420.0
1.25,480.0
1.125,600.0
2.3125,720.0
40.5,660.0
11.125,1680.0
23.9375,1320.0
25.125,660.0
2.25,660.0
1.4375,900.0
5.1875,2100.0
2.0625,600.0
7.3125,1680.0
26.6875,1320.0
0.9375,540.0
23.4375,1200.0
5.0625,1080.0
4.8125,600.0
16.375,2160.0
17.9375,2040.0
10.75,1020.0
19.5,1200.0
19.4375,1740.0
1.6875,540.0
10.5,960.0
27.1875,1440.0
21.6875,1920.0
18.5625,1380.0
12.9375,1020.0
63.0625,1140.0
0.125,360.0
34.125,1500.0
9.0,840.0
6.625,720.0
0.5625,480.0
0.8125,480.0
25.25,1020.0
11.625,1320.0
4.3125,840.0
0.4375,480.0
0.125,360.0
12.375,1380.0
0.125,360.0
0.3125,420.0
3.75,780.0
2.625,420.0
38.625,2100.0
0.625,420.0
0.125,360.0
0.125,360.0
13.6875,960.0
1.625,480.0
14.1875,540.0
4.625,660.0
3.4375,1080.0
0.4375,600.0
1.125,1140.0
0.4375,480.0
0.125,360.0
14.6875,1380.0
0.9375,480.0
1.8125,720.0
30.5,480.0
0.1875,360.0
0.125,360.0
10.75,840.0
0.125,360.0
12.0,840.0
27.1875,480.0
12.125,600.0
1.5,420.0
8.875,900.0
0.125,360.0
0.375,480.0
13.5,840.0
20.0625,840.0
0.125,360.0
5.625,720.0
1.5,420.0
16.5,1140.0
0.125,360.0
34.0,420.0
16.3125,1440.0
16.8125,420.0
47.75,3720.0
2.0,420.0
5.5,360.0
5.125,540.0
4.9375,600.0
2.9375,540.0
0.1875,360.0
0.3125,420.0
0.125,360.0
0.1875,360.0
1.8125,600.0
11.5,420.0
11.875,960.0
9.375,1140.0
24.0,720.0
7.625,600.0
18.75,600.0
4.9375,840.0
2.25,900.0
0.5,420.0
2.75,420.0
0.75,540.0
11.1875,720.0
2.875,420.0
4.3125,1320.0
0.125,360.0
3.125,780.0
12.375,960.0
0.4375,660.0
0.625,420.0
0.5625,480.0
41.0625,900.0
0.625,480.0
9.0,1080.0
0.125,360.0
1.6875,420.0
28.9375,1140.0
0.8125,480.0
0.8125,660.0
5.875,540.0
0.4375,480.0
0.6875,960.0
20.0,780.0
8.6875,1140.0
2.75,540.0
45.375,1860.0
0.125,360.0
0.125,360.0
2.25,660.0
6.6875,1020.0
2.25,720.0
1.375,840.0
8.375,480.0
2.3125,480.0
17.3125,1140.0
0.75,660.0
4.25,780.0
16.4375,1020.0
5.4375,900.0
11.5,1680.0
17.6875,1080.0
0.25,420.0
0.125,360.0
0.4375,600.0
0.25,420.0
13.25,960.0
12.375,1140.0
1.625,840.0
0.625,600.0
1.875,960.0
12.5625,1320.0
2.8125,840.0
2.9375,720.0
0.25,420.0
1.125,720.0
19.0,2520.0
0.25,600.0
0.1875,360.0
28.5,1140.0
4.0625,840.0
0.5625,540.0
0.5,600.0
0.375,480.0
0.5,540.0
48.3125,2220.0
0.25,420.0
1.6875,540.0
23.8125,1320.0
59.25,2040.0
8.0625,1080.0
10.125,900.0
21.9375,420.0
0.125,360.0
8.5,780.0
0.375,420.0
55.0625,1920.0
10.5625,840.0
7.1875,840.0
33.0625,1500.0
0.125,360.0
16.6875,1080.0
0.3125,360.0
1.3125,540.0
0.6875,780.0
13.6875,600.0
25.3125,1680.0
1.0,420.0
38.25,1680.0
2.25,420.0
70.9375,1860.0
0.25,420.0
0.625,660.0
0.125,360.0
2.0,540.0
27.125,780.0
22.75,960.0
0.125,360.0
0.6875,420.0
8.875,600.0
2.125,540.0
1.3125,360.0
9.625,480.0
10.1875,480.0
8.0,1560.0
7.9375,720.0
12.0,1320.0
23.3125,1320.0
4.5,480.0
0.4375,480.0
0.125,360.0
11.125,780.0
58.0,780.0
15.875,720.0
3.25,660.0
1.5625,660.0
13.375,600.0
0.125,360.0
2.75,1320.0
0.3125,420.0
0.6875,480.0
1.0,540.0
6.375,960.0
6.375,540.0
54.5625,1140.0
43.1875,1020.0
4.5625,780.0
2.5625,780.0
1.6875,720.0
0.25,420.0
2.9375,600.0
0.5625,420.0
0.3125,420.0
1.0,360.0
9.0625,540.0
0.875,420.0
38.8125,2100.0
2.3125,720.0
6.1875,420.0
12.0625,720.0
88.25,2220.0
6.75,1080.0
19.75,1080.0
0.375,480.0
0.375,360.0
3.875,960.0
38.8125,1440.0
0.875,480.0
1.6875,600.0
0.125,360.0
0.125,360.0
0.125,360.0
1.5625,840.0
1.1875,540.0
0.5625,480.0
3.8125,480.0
2.25,720.0
0.125,360.0
41.75,1200.0
2.75,1020.0
0.125,360.0
2.1875,660.0
53.75,1080.0
32.3125,1920.0
0.375,480.0
1.3125,660.0
68.0,4200.0
0.1875,360.0
0.125,360.0
1.3125,540.0
7.125,780.0
0.6875,360.0
0.6875,480.0
33.375,1860.0
19.25,840.0
34.625,900.0
0.375,480.0
25.125,1260.0
2.8125,720.0
1.125,540.0
0.625,420.0
0.75,540.0
0.125,360.0
13.5,960.0
11.5,1860.0
4.6875,660.0
3.625,780.0
0.125,360.0
0.4375,480.0
0.5,660.0
28.6875,2220.0
7.1875,840.0
13.125,960.0
0.4375,420.0
7.5625,540.0
0.8125,420.0
56.125,2400.0
5.5625,1140.0
24.0,1560.0
0.25,420.0
27.9375,1680.0
1.0625,540.0
6.375,780.0
0.9375,840.0
0.5,360.0
3.8125,540.0
2.375,1020.0
11.875,600.0
3.4375,480.0
41.9375,1080.0
9.0625,1860.0
3.8125,840.0
1.3125,660.0
22.25,1560.0
9.75,900.0
47.5625,1560.0
4.0,1260.0
35.375,1920.0
11.6875,660.0
15.0,1140.0
3.0625,540.0
4.6875,1380.0
25.0625,840.0
1.4375,480.0
1.5625,420.0
36.875,2100.0
24.8125,1320.0
14.375,840.0
2.3125,360.0
4.0625,540.0
3.0625,540.0
0.125,360.0
17.25,1020.0
26.6875,1980.0
53.875,1740.0
0.125,360.0
0.25,420.0
0.125,360.0
57.8125,600.0
3.3125,420.0
10.375,720.0
0.125,360.0
0.125,360.0
0.6875,360.0
1.5,360.0
19.3125,480.0
0.125,360.0
0.125,360.0
0.125,360.0
5.5,420.0
0.3125,420.0
0.125,360.0
67.25,780.0
19.0,1200.0
1.375,360.0
9.9375,480.0
0.125,360.0
1.5,600.0
0.4375,420.0
8.1875,480.0
2.8125,420.0
75.5,2160.0
0.125,360.0
1.5,660.0
0.125,360.0
0.125,360.0
7.0,780.0
0.5,360.0
1.5625,900.0
2.6875,480.0
0.125,360.0
0.125,360.0
0.125,360.0
1.6875,540.0
11.125,660.0
17.6875,660.0
0.6875,360.0
1.75,420.0
0.375,360.0
0.75,420.0
9.875,840.0
0.5625,420.0
14.125,480.0
3.25,600.0
15.4375,540.0
0.125,360.0
29.1875,1320.0
0.25,420.0
0.25,420.0
0.25,420.0
21.375,1380.0
1.1875,540.0
1.125,600.0
2.125,1260.0
0.9375,840.0
29.8125,840.0
3.625,780.0
29.8125,1320.0
4.4375,960.0
1.5625,540.0
2.9375,1560.0
0.125,360.0
14.5,1800.0
32.375,1260.0
0.125,360.0
1.3125,600.0
0.3125,660.0
15.875,1680.0
18.3125,2160.0
53.0625,2220.0
0.375,480.0
16.75,1080.0
0.4375,480.0
0.875,540.0
0.125,360.0
0.125,360.0
2.5,1080.0
0.125,360.0
12.5,1200.0
17.125,1380.0
0.125,360.0
8.0625,2280.0
7.5,1140.0
0.1875,360.0
8.125,1800.0
7.75,1320.0
27.0,1140.0
4.75,1140.0
0.1875,360.0
18.1875,1740.0
0.25,420.0
0.125,360.0
30.3125,780.0
0.125,360.0
20.875,1380.0
0.75,420.0
1.9375,720.0
3.0625,780.0
0.4375,420.0
42.125,1980.0
0.1875,360.0
0.5625,420.0
20.3125,1740.0
0.125,360.0
12.375,1500.0
118.5625,3480.0
8.25,660.0
0.5,420.0
1.8125,600.0
14.75,720.0
6.375,360.0
0.125,360.0
3.125,420.0
0.3125,360.0
1.8125,540.0
0.625,420.0
0.25,420.0
1.3125,420.0
20.0625,660.0
0.125,360.0
11.9375,480.0
0.125,360.0
2.125,420.0
10.875,900.0
0.125,360.0
0.875,360.0
1.875,420.0
1.4375,420.0
0.25,420.0
8.125,1080.0
8.5,480.0
0.125,360.0
75.9375,660.0
3.0,900.0
15.0625,1380.0
2.0,420.0
0.125,360.0
1.0625,420.0
0.375,360.0
2.625,600.0
0.5625,420.0
0.1875,360.0
0.5,360.0
1.125,480.0
2.125,360.0
100.875,600.0
1.4375,660.0
2.3125,780.0
0.125,360.0
19.625,840.0
0.1875,360.0
0.125,360.0
0.25,420.0
53.4375,1440.0
0.5,360.0
0.25,420.0
0.125,360.0
23.25,900.0
22.125,1200.0
62.75,1020.0
5.875,840.0
46.4375,720.0
0.6875,360.0
0.125,360.0
0.125,360.0
22.875,1440.0
12.6875,900.0
27.25,960.0
7.0625,1200.0
0.125,360.0
0.625,480.0
5.5,1080.0
1.75,780.0
2.5,720.0
30.9375,1020.0
0.375,360.0
1.1875,600.0
25.125,1140.0
9.3125,780.0
0.5,420.0
0.5,480.0
6.5625,1200.0
8.375,1620.0
28.5625,1560.0
23.0,960.0
0.4375,600.0
19.5625,1560.0
0.125,360.0
0.875,600.0
5.4375,840.0
37.6875,1380.0
0.125,360.0
0.125,360.0
15.0,1440.0
0.125,360.0
1.0625,660.0
0.125,360.0
1.5,540.0
0.5625,540.0
7.75,900.0
1.4375,840.0
0.125,360.0
5.625,840.0
5.8125,1320.0
15.8125,1320.0
7.0,1320.0
11.0625,780.0
6.0,420.0
11.625,1860.0
27.8125,1680.0
8.4375,720.0
20.3125,1080.0
0.6875,600.0
18.25,1260.0
0.5,540.0
0.125,360.0
6.0,780.0
47.3125,1440.0
5.0,1260.0
11.125,1140.0
4.25,780.0
0.125,360.0
9.625,600.0
23.9375,780.0
0.125,360.0
21.1875,1440.0
