pr_sum,duration
5.6875,420.0
26.25,720.0
0.375,480.0
16.6875,960.0
10.8125,840.0
1.625,960.0
0.8125,480.0
0.5625,720.0
0.125,360.0
0.75,840.0
0.25,420.0
30.9375,1920.0
7.625,600.0
0.4375,420.0
11.3125,660.0
0.625,540.0
0.25,420.0
0.75,480.0
0.25,540.0
9.0,540.0
0.375,540.0
13.875,1200.0
0.1875,360.0
10.4375,1320.0
18.5625,1020.0
0.125,360.0
22.5,1800.0
1.0,1020.0
1.75,720.0
0.5,420.0
5.1875,660.0
15.9375,600.0
0.25,420.0
0.3125,420.0
51.5,600.0
0.1875,360.0
0.8125,840.0
5.25,480.0
4.1875,780.0
2.8125,540.0
3.6875,480.0
0.125,360.0
25.5,480.0
4.125,360.0
2.625,480.0
8.5,480.0
0.4375,540.0
0.125,360.0
35.5625,780.0
0.1875,360.0
0.4375,420.0
3.3125,540.0
4.8125,960.0
5.5625,600.0
0.1875,360.0
0.125,360.0
0.1875,360.0
10.25,1020.0
0.625,720.0
4.125,420.0
0.3125,420.0
18.6875,1140.0
5.75,420.0
30.75,1440.0
37.625,2340.0
5.6875,780.0
7.9375,660.0
1.25,540.0
0.3125,360.0
1.4375,720.0
2.0,360.0
3.625,540.0
0.125,360.0
41.1875,1380.0
0.5,720.0
0.1875,360.0
4.75,660.0
5.1875,540.0
16.1875,780.0
0.125,360.0
3.0,420.0
3.875,780.0
74.5625,2520.0
0.125,360.0
22.0,1320.0
1.0625,600.0
0.8125,360.0
0.8125,540.0
2.25,960.0
3.1875,420.0
0.125,360.0
10.5,540.0
1.75,540.0
0.6875,420.0
21.125,1140.0
0.75,720.0
28.625,1200.0
7.0625,1980.0
0.125,360.0
18.375,840.0
31.1875,1140.0
1.8125,720.0
26.25,1860.0
0.5,540.0
1.0,420.0
4.9375,840.0
35.3125,1380.0
2.0,1860.0
20.6875,1860.0
7.25,960.0
0.4375,420.0
0.25,420.0
6.9375,960.0
0.375,360.0
26.8125,660.0
24.4375,3180.0
3.6875,660.0
4.25,840.0
3.4375,960.0
0.25,480.0
13.3125,1020.0
0.125,360.0
21.875,720.0
0.125,360.0
2.0625,600.0
30.625,1200.0
1.4375,1140.0
12.0,1320.0
23.0,1440.0
1.25,960.0
60.9375,1560.0
15.5625,1380.0
0.125,360.0
5.125,540.0
4.6875,840.0
61.625,1980.0
16.875,1440.0
0.9375,540.0
22.5625,1500.0
0.25,420.0
0.375,540.0
0.375,480.0
9.5625,1260.0
42.9375,1800.0
10.4375,1080.0
0.125,360.0
0.75,480.0
0.125,360.0
39.3125,840.0
0.375,360.0
2.4375,600.0
13.0,1020.0
3.0,660.0
0.125,360.0
24.8125,1380.0
6.3125,540.0
0.125,360.0
12.8125,900.0
0.5625,600.0
15.0625,780.0
6.125,840.0
1.8125,420.0
0.125,360.0
0.25,420.0
3.9375,1020.0
30.6875,780.0
2.8125,780.0
4.75,720.0
1.125,720.0
5.9375,540.0
13.0,1020.0
0.125,360.0
1.625,420.0
0.8125,420.0
7.9375,540.0
0.3125,360.0
27.625,540.0
12.6875,540.0
0.125,360.0
0.4375,420.0
1.375,360.0
0.4375,480.0
110.5625,1320.0
0.125,360.0
0.25,540.0
0.125,360.0
11.0,660.0
18.625,1260.0
0.125,360.0
15.4375,480.0
0.125,360.0
2.25,420.0
9.8125,1800.0
0.25,420.0
1.3125,420.0
45.4375,600.0
0.375,540.0
19.875,900.0
8.9375,780.0
59.75,1020.0
16.0625,420.0
1.625,660.0
2.75,600.0
5.75,480.0
0.125,360.0
62.5,1080.0
1.5,660.0
1.1875,420.0
1.375,600.0
42.4375,1320.0
0.3125,360.0
0.5625,780.0
1.375,1080.0
10.1875,420.0
14.625,960.0
8.4375,660.0
21.3125,2460.0
10.125,840.0
0.375,480.0
20.4375,660.0
1.6875,900.0
0.1875,360.0
0.25,540.0
10.4375,1080.0
42.125,2160.0
0.3125,360.0
15.25,900.0
3.0,540.0
2.8125,480.0
32.25,1140.0
2.9375,960.0
4.9375,900.0
3.125,1020.0
1.25,480.0
9.375,1020.0
32.75,2160.0
18.1875,1500.0
3.4375,840.0
29.75,1260.0
2.125,840.0
13.0,1380.0
18.5,1980.0
7.8125,780.0
27.5625,2340.0
41.8125,1620.0
0.125,360.0
1.9375,540.0
29.375,1080.0
19.1875,960.0
76.125,3060.0
1.25,600.0
10.0625,540.0
3.125,600.0
2.75,840.0
48.3125,1080.0
2.5625,420.0
5.5,900.0
25.25,960.0
0.875,420.0
2.9375,720.0
96.4375,3780.0
0.125,360.0
0.25,480.0
11.75,1200.0
11.125,960.0
3.0625,960.0
27.875,720.0
3.625,840.0
0.125,360.0
1.5,480.0
0.25,420.0
0.5,360.0
1.6875,540.0
62.0,1740.0
9.25,1200.0
0.125,360.0
0.125,360.0
4.875,720.0
6.6875,1140.0
1.3125,420.0
4.4375,660.0
0.5,660.0
0.875,720.0
0.125,360.0
15.75,600.0
3.0,900.0
0.125,360.0
0.25,420.0
0.3125,420.0
0.125,360.0
0.125,360.0
0.125,360.0
1.1875,420.0
7.8125,420.0
2.0,720.0
0.375,720.0
0.5,420.0
0.125,360.0
1.1875,360.0
1.4375,420.0
0.25,420.0
14.4375,540.0
0.625,540.0
4.5,540.0
19.9375,480.0
1.8125,420.0
0.625,420.0
4.8125,960.0
0.3125,420.0
0.1875,360.0
1.125,540.0
0.25,480.0
2.8125,420.0
0.5,720.0
0.125,360.0
5.0,420.0
1.9375,420.0
37.5,1020.0
11.875,780.0
1.25,540.0
2.6875,420.0
1.0,480.0
0.5625,780.0
3.0625,600.0
4.6875,600.0
20.125,720.0
1.5625,720.0
2.0625,1320.0
16.5,1020.0
0.375,360.0
2.375,960.0
0.625,360.0
4.625,480.0
34.4375,840.0
57.125,1440.0
2.5,420.0
12.1875,720.0
0.125,360.0
8.8125,720.0
0.25,420.0
11.625,1200.0
0.6875,900.0
0.3125,540.0
10.125,1080.0
9.75,720.0
3.25,480.0
11.5,900.0
0.6875,420.0
0.875,1380.0
35.125,600.0
0.125,360.0
21.8125,1980.0
28.8125,1380.0
0.125,360.0
42.75,2100.0
0.125,360.0
1.875,900.0
2.8125,600.0
0.25,420.0
11.625,2160.0
14.1875,1140.0
3.625,1020.0
34.875,1140.0
0.8125,660.0
5.6875,1260.0
0.125,360.0
11.8125,660.0
3.8125,900.0
2.0,1800.0
26.0625,1080.0
18.625,900.0
0.5,480.0
13.6875,1920.0
0.6875,480.0
2.375,1200.0
4.125,780.0
1.125,780.0
17.3125,1920.0
0.25,420.0
2.875,600.0
0.125,360.0
17.4375,900.0
5.6875,900.0
0.1875,360.0
0.625,660.0
0.8125,720.0
3.0,420.0
4.125,480.0
0.8125,660.0
0.375,540.0
15.0625,780.0
0.125,360.0
0.125,360.0
0.125,360.0
1.0625,480.0
0.25,420.0
4.375,360.0
22.0,840.0
2.1875,960.0
0.3125,360.0
28.5,1200.0
29.8125,1320.0
2.9375,1080.0
17.3125,780.0
2.1875,420.0
0.1875,360.0
6.3125,720.0
2.0,420.0
9.125,1260.0
0.1875,360.0
0.125,360.0
0.125,360.0
0.125,360.0
32.1875,660.0
0.125,360.0
0.125,360.0
1.75,720.0
2.125,540.0
15.875,480.0
1.4375,960.0
1.125,360.0
0.25,420.0
5.6875,420.0
17.125,1260.0
15.125,720.0
4.375,900.0
9.125,420.0
2.3125,600.0
37.875,1260.0
0.5,480.0
27.125,420.0
1.0,540.0
0.125,360.0
7.9375,660.0
0.6875,420.0
0.375,480.0
3.25,780.0
4.375,600.0
17.5,540.0
1.0625,660.0
9.875,480.0
0.375,360.0
0.8125,600.0
15.3125,1020.0
0.625,360.0
4.3125,360.0
0.25,480.0
0.75,660.0
0.1875,360.0
16.25,420.0
12.1875,540.0
104.125,960.0
4.0,480.0
0.3125,600.0
19.6875,1440.0
40.8125,1380.0
0.8125,420.0
0.1875,360.0
9.8125,540.0
7.3125,600.0
0.125,360.0
0.1875,360.0
77.8125,2100.0
0.5,360.0
45.5,1200.0
63.5,1260.0
0.875,480.0
4.875,1020.0
14.4375,1680.0
0.25,420.0
1.3125,660.0
8.625,900.0
44.6875,1140.0
27.4375,1200.0
1.875,600.0
0.3125,420.0
0.125,360.0
5.875,1020.0
12.5625,1080.0
0.875,540.0
7.0,960.0
2.875,840.0
2.875,720.0
6.6875,660.0
0.125,360.0
33.625,2220.0
0.125,360.0
13.125,2040.0
45.25,2580.0
3.0625,840.0
12.8125,780.0
0.375,480.0
46.125,900.0
0.8125,720.0
16.0,1200.0
25.4375,960.0
0.25,420.0
2.9375,840.0
34.0625,1860.0
3.75,660.0
8.375,840.0
2.8125,540.0
7.4375,1320.0
18.25,1860.0
0.1875,360.0
1.3125,900.0
0.625,720.0
1.125,540.0
6.0,780.0
15.4375,1680.0
26.0625,1860.0
2.25,720.0
8.75,600.0
1.0625,480.0
0.125,360.0
0.9375,420.0
29.5,1800.0
2.0,660.0
50.25,1200.0
1.25,900.0
4.0625,1080.0
32.0,1620.0
0.4375,540.0
21.8125,1440.0
0.875,360.0
0.125,360.0
4.625,540.0
1.8125,540.0
3.875,420.0
12.9375,600.0
3.3125,780.0
0.125,360.0
12.5,900.0
12.625,1260.0
4.875,960.0
5.0,660.0
8.4375,480.0
25.1875,1860.0
0.125,360.0
8.75,660.0
0.375,480.0
13.5,1500.0
5.4375,900.0
7.0,1920.0
4.75,1020.0
0.125,360.0
0.9375,420.0
0.4375,600.0
1.125,360.0
0.875,360.0
1.125,360.0
2.375,720.0
3.1875,900.0
0.625,360.0
16.4375,720.0
51.3125,2640.0
0.25,480.0
45.6875,540.0
0.125,360.0
0.4375,480.0
9.8125,420.0
27.375,420.0
0.1875,360.0
7.125,780.0
0.6875,540.0
41.125,1560.0
1.3125,720.0
13.0625,660.0
6.8125,720.0
20.625,900.0
8.9375,840.0
12.625,720.0
6.25,1080.0
0.625,480.0
6.375,480.0
11.25,480.0
15.5625,1500.0
98.75,1320.0
0.8125,360.0
25.875,540.0
1.25,660.0
9.75,840.0
4.0625,780.0
0.125,360.0
16.4375,780.0
2.0,420.0
0.125,360.0
49.8125,1620.0
0.25,420.0
21.0625,1080.0
0.25,540.0
16.1875,1200.0
0.875,420.0
0.125,360.0
0.125,360.0
109.6875,1260.0
7.5625,600.0
0.125,360.0
40.125,1260.0
0.125,360.0
0.125,360.0
1.8125,360.0
0.125,360.0
0.125,360.0
0.6875,780.0
0.1875,360.0
1.1875,780.0
0.125,360.0
31.625,660.0
0.6875,600.0
9.875,960.0
24.4375,1080.0
37.8125,2460.0
27.25,720.0
20.6875,1080.0
7.0625,1320.0
0.375,480.0
0.25,420.0
1.0,420.0
40.5625,1620.0
1.1875,780.0
1.1875,360.0
1.625,900.0
14.5,1680.0
0.125,360.0
14.6875,1020.0
6.75,660.0
0.125,360.0
1.375,480.0
0.125,360.0
1.3125,660.0
0.1875,360.0
2.25,600.0
17.0,1020.0
0.125,360.0
25.25,660.0
6.5625,720.0
14.5625,720.0
0.125,360.0
16.5,1080.0
2.4375,600.0
42.5,1620.0
22.1875,1620.0
0.3125,360.0
24.0625,1020.0
11.875,1020.0
0.125,360.0
0.3125,360.0
2.5625,780.0
13.125,1080.0
0.25,720.0
20.0,1020.0
0.125,360.0
29.3125,1620.0
15.1875,780.0
20.875,1440.0
10.75,1500.0
0.5,600.0
28.6875,720.0
1.5,660.0
13.8125,720.0
8.1875,960.0
1.3125,420.0
29.125,1860.0
31.1875,1500.0
5.25,660.0
10.5,1500.0
3.6875,420.0
3.0625,420.0
21.5625,960.0
0.1875,360.0
7.5,420.0
10.25,660.0
3.125,480.0
5.6875,900.0
1.9375,420.0
0.125,360.0
3.0,660.0
2.1875,720.0
0.125,360.0
0.125,360.0
9.75,540.0
1.0625,600.0
52.625,2580.0
4.875,660.0
0.375,360.0
1.375,360.0
38.625,2160.0
0.125,360.0
1.25,480.0
19.875,900.0
1.25,480.0
29.3125,720.0
16.25,780.0
9.0,600.0
0.875,360.0
1.5,600.0
4.875,540.0
28.5625,480.0
13.3125,480.0
0.4375,720.0
0.25,540.0
2.375,480.0
14.375,1800.0
0.25,420.0
0.875,420.0
2.9375,420.0
0.3125,360.0
16.6875,420.0
4.1875,420.0
6.9375,1440.0
75.4375,1500.0
2.9375,480.0
0.625,360.0
0.125,360.0
26.1875,1140.0
0.25,540.0
1.5,420.0
0.125,360.0
1.1875,360.0
0.125,360.0
6.375,480.0
2.4375,840.0
19.5,720.0
0.3125,480.0
0.5625,480.0
7.9375,1140.0
0.625,360.0
0.125,360.0
0.25,420.0
7.25,2640.0
1.0625,540.0
5.5,1320.0
0.125,360.0
2.125,780.0
0.125,360.0
10.125,1140.0
0.25,480.0
20.4375,1620.0
15.5,1020.0
4.9375,600.0
5.1875,480.0
0.8125,480.0
0.3125,420.0
26.0625,1860.0
42.1875,1440.0
19.0625,2040.0
3.5625,720.0
4.8125,1080.0
1.4375,720.0
0.1875,360.0
16.0,2220.0
11.6875,780.0
2.0625,540.0
0.375,480.0
9.875,840.0
0.125,360.0
19.0625,1320.0
13.1875,1080.0
13.6875,1440.0
10.25,780.0
0.4375,480.0
12.5625,660.0
0.125,360.0
3.5625,720.0
0.125,360.0
0.4375,480.0
5.3125,540.0
27.5625,1620.0
3.5,1020.0
0.125,360.0
52.75,1980.0
12.1875,1320.0
34.8125,1380.0
38.5625,2640.0
26.3125,780.0
18.8125,1260.0
3.1875,480.0
61.6875,2580.0
1.9375,1260.0
0.125,360.0
15.3125,1080.0
0.375,360.0
0.4375,600.0
0.5,480.0
43.1875,2100.0
0.5,360.0
58.5625,2760.0
35.875,2100.0
23.125,720.0
1.0,720.0
0.125,360.0
0.9375,540.0
41.8125,2040.0
1.0,660.0
9.0625,900.0
9.5,660.0
7.125,1140.0
4.375,600.0
6.0,780.0
2.4375,480.0
1.1875,720.0
21.375,900.0
18.1875,1320.0
6.875,600.0
0.5,360.0
0.1875,360.0
10.8125,1740.0
75.1875,1080.0
0.125,360.0
16.0625,1440.0
1.0,1020.0
12.4375,2160.0
0.125,360.0
0.5,420.0
1.0,360.0
0.125,360.0
0.6875,420.0
0.3125,360.0
9.0,1080.0
7.9375,600.0
1.9375,480.0
0.625,480.0
0.1875,360.0
1.6875,1020.0
9.75,1800.0
52.0625,480.0
0.1875,360.0
21.9375,660.0
7.8125,360.0
0.75,420.0
0.5625,420.0
1.375,720.0
9.6875,480.0
1.75,540.0
21.9375,900.0
1.625,420.0
8.625,660.0
1.5,360.0
0.1875,360.0
1.1875,600.0
22.625,480.0
0.1875,360.0
2.75,660.0
7.3125,420.0
1.125,720.0
13.5625,600.0
1.4375,600.0
26.8125,1680.0
0.625,480.0
26.9375,660.0
0.125,360.0
30.75,1200.0
40.6875,1140.0
0.25,540.0
2.5625,600.0
0.25,420.0
0.1875,360.0
3.6875,420.0
12.1875,660.0
0.4375,420.0
4.0625,1140.0
0.125,360.0
0.875,780.0
69.0625,720.0
0.125,360.0
0.125,360.0
11.4375,1620.0
31.5,1380.0
4.4375,1140.0
0.25,540.0
0.5625,660.0
0.8125,360.0
0.1875,360.0
0.4375,540.0
0.125,360.0
0.6875,840.0
6.875,840.0
13.625,900.0
0.1875,360.0
0.5,480.0
1.1875,420.0
3.75,600.0
0.25,420.0
16.3125,840.0
9.625,1380.0
16.1875,1080.0
2.1875,600.0
1.25,540.0
0.9375,420.0
8.875,1440.0
0.25,420.0
0.875,720.0
1.4375,780.0
1.25,600.0
35.0625,1200.0
16.0,1680.0
0.25,420.0
57.25,1860.0
24.8125,1260.0
0.1875,360.0
5.3125,840.0
0.25,420.0
28.8125,1020.0
1.0,540.0
21.375,1500.0
0.4375,420.0
0.625,420.0
8.625,1020.0
0.125,360.0
15.125,1020.0
22.3125,1380.0
0.125,360.0
0.125,360.0
17.9375,2040.0
0.125,360.0
13.1875,1140.0
2.8125,540.0
0.6875,840.0
50.9375,1740.0
25.9375,1140.0
0.6875,540.0
27.8125,1080.0
19.875,960.0
14.1875,1560.0
3.8125,420.0
9.1875,960.0
31.125,1860.0
19.625,1620.0
10.0625,1200.0
0.3125,660.0
0.4375,420.0
6.9375,960.0
0.125,360.0
1.25,480.0
0.5,360.0
14.0625,720.0
0.5,600.0
1.375,660.0
0.125,360.0
0.875,360.0
0.5625,480.0
14.5625,1620.0
1.0,420.0
6.5,1440.0
14.0625,1320.0
2.625,720.0
0.25,480.0
0.125,360.0
7.5625,600.0
2.8125,600.0
4.125,1320.0
56.3125,1560.0
0.125,360.0
0.125,360.0
1.5,840.0
6.3125,1140.0
0.6875,360.0
1.0,480.0
1.625,360.0
3.3125,1080.0
37.8125,780.0
20.1875,900.0
2.125,420.0
1.0,360.0
3.0625,420.0
0.6875,540.0
3.375,720.0
4.625,840.0
4.625,900.0
8.0,660.0
2.125,660.0
12.8125,1140.0
0.8125,360.0
15.4375,660.0
8.9375,1200.0
6.375,2160.0
22.0,720.0
0.125,360.0
5.6875,780.0
285.875,2580.0
19.125,1980.0
1.625,660.0
18.25,600.0
0.1875,360.0
14.8125,1680.0
2.5,780.0
2.8125,540.0
0.25,600.0
45.25,1380.0
22.0,1440.0
3.4375,660.0
34.1875,960.0
0.5,420.0
0.25,600.0
20.0625,1020.0
0.1875,360.0
9.8125,600.0
0.1875,360.0
19.1875,1440.0
14.0625,540.0
33.75,2100.0
4.0625,1500.0
0.625,660.0
1.125,660.0
20.3125,660.0
0.5,540.0
2.875,720.0
12.8125,900.0
10.8125,1380.0
0.9375,720.0
23.8125,1440.0
33.3125,960.0
2.1875,720.0
27.8125,960.0
0.3125,360.0
0.3125,360.0
31.6875,1680.0
0.125,360.0
1.3125,540.0
12.75,660.0
1.4375,600.0
2.4375,720.0
3.0,600.0
20.3125,1020.0
90.25,2460.0
6.625,420.0
8.875,780.0
4.125,540.0
0.1875,360.0
0.4375,420.0
7.6875,1020.0
28.75,1260.0
1.375,900.0
30.125,2520.0
0.375,420.0
12.1875,720.0
8.8125,1980.0
0.375,360.0
17.0625,780.0
0.125,360.0
1.1875,540.0
2.75,600.0
0.125,360.0
0.25,420.0
0.375,360.0
0.125,360.0
0.1875,360.0
9.4375,540.0
2.0625,480.0
1.75,660.0
1.8125,780.0
4.5625,840.0
7.875,840.0
10.9375,660.0
4.8125,360.0
6.125,720.0
2.625,1200.0
32.125,1560.0
15.1875,420.0
1.3125,540.0
0.5,360.0
7.4375,600.0
3.5,1200.0
3.8125,540.0
2.0,600.0
0.25,420.0
2.875,420.0
2.5,360.0
0.375,360.0
0.125,360.0
20.25,1740.0
1.3125,600.0
14.9375,900.0
0.5,600.0
1.25,840.0
6.25,540.0
0.1875,360.0
2.125,540.0
16.1875,1380.0
6.75,420.0
1.625,660.0
49.375,1920.0
11.4375,600.0
2.1875,420.0
0.3125,360.0
14.0,540.0
56.8125,840.0
11.6875,660.0
3.8125,600.0
0.125,360.0
13.375,960.0
0.6875,420.0
33.1875,960.0
14.6875,720.0
0.625,720.0
0.5,540.0
1.5625,540.0
1.8125,360.0
0.125,360.0
0.375,360.0
9.375,1020.0
0.125,360.0
3.4375,540.0
19.5,660.0
5.3125,1200.0
48.8125,2640.0
0.625,360.0
0.6875,600.0
3.6875,780.0
0.125,360.0
0.4375,660.0
4.8125,540.0
10.0625,720.0
0.5,600.0
0.375,360.0
26.0625,1560.0
2.125,540.0
0.3125,420.0
39.125,1140.0
56.375,2460.0
4.75,660.0
1.0625,720.0
0.125,360.0
16.125,1080.0
2.3125,660.0
6.8125,1140.0
19.25,1140.0
62.0,4320.0
15.1875,840.0
1.0625,840.0
27.0625,1200.0
4.1875,540.0
3.0625,720.0
23.375,4620.0
0.125,360.0
20.1875,960.0
0.4375,480.0
3.1875,660.0
14.0625,1920.0
1.5625,780.0
1.3125,540.0
34.3125,1080.0
4.8125,360.0
0.8125,360.0
15.75,960.0
1.5,660.0
0.125,360.0
4.5,660.0
29.6875,1320.0
0.125,360.0
1.0,420.0
62.1875,1800.0
1.625,180.0
